industry,year,price_change
RealEstate_Rental_Leasing,1956,1.0334580216126352
531,1956,1.033335759516704
HS,1956,0.0
ORE,1956,0.0
532RL,1956,1.034448202430164
Professional_BusinessServices,1956,1.041846921797005
Professional_Scientific_TechnicalServices,1956,1.0450283085633405
5411,1956,0.0
5415,1956,0.0
5412OP,1956,0.0
55,1956,1.0472806777808144
Administrative_WasteManagementServices,1956,1.0223763857716113
561,1956,0.0
562,1956,0.0
EducationalServices_HealthCare_SocialAssistance,1956,1.0358528428093647
61,1956,1.0343803056027165
622HO,1956,1.0361648444070648
621,1956,0.0
622,1956,0.0
623,1956,0.0
624,1956,0.0
Arts_Entertainment_Recreation_Accommodation_FoodServices,1956,1.0062048448788778
Arts_Entertainment_Recreation,1956,1.0387369510827367
711AS,1956,0.0
713,1956,0.0
Accommodation_FoodServices,1956,1.0000846668360004
721,1956,1.0400705830453643
722,1956,0.9924349049964813
81,1956,1.0430131826741995
Government,1956,1.0424832899059704
Federal,1956,1.0416191562143673
GFG,1956,1.041291639602858
GFGD,1956,0.0
GFGN,1956,0.0
GFE,1956,1.0470617223111987
State_Local,1956,1.0440573770491803
GSLG,1956,1.0465054828907385
GSLE,1956,1.024923756441266
Private_Goods_Industries,1956,1.0400997298981924
Private_Services_Industries,1956,1.0296096016882088
Information_Communications_Technology_Industries,1956,0.0
All_Industries,1957,1.0318581876781951
Private_Industries,1957,1.0306663592344938
Agriculture_Forestry_Fishing_Hunting,1957,1.0097855964815832
111CA,1957,1.014577944980014
113FF,1957,0.9566015471351778
Mining,1957,1.0281238435919577
211,1957,1.071583087512291
212,1957,0.9904174714009806
213,1957,1.0168204822863949
22,1957,1.0271015158474965
23,1957,1.0232536066818527
Manufacturing,1957,1.0310617793839272
Durable_Goods,1957,1.0349750415973378
321,1957,0.9562878278412912
327,1957,1.0391013443005341
331,1957,1.0202841014825383
332,1957,1.0429745889387143
333,1957,1.0612671456564338
334,1957,1.0372150408438097
335,1957,1.045653948173842
3361MV,1957,1.040550941867531
3364OT,1957,1.0521553041883216
337,1957,1.0296859005441517
339,1957,1.016939661206776
Nondurable_Goods,1957,1.0266959985730424
311FT,1957,1.0373393185064272
313TT,1957,0.9957656815792547
