"Chain-Type Quantity Indexes for Gross Output by Industry"
"[2009=100]" 
"Bureau of Economic Analysis" 
"Release Date: March 03, 2017"
"Line","","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997"
"    64","      Rental and leasing services and lessors of intangible assets",4.401,4.469,4.635,4.972,5.225,5.511,5.848,6.257,6.645,7.013,7.294,7.666,8.294,8.855,9.445,10.312,11.320,13.123,13.406,13.506,14.922,15.786,17.383,19.443,22.173,24.967,25.408,25.348,24.249,24.382,24.953,26.907,30.589,33.540,36.043,38.438,39.079,42.647,44.920,46.646,46.794,53.806,56.541,59.475,55.966,57.026,60.362,64.135,66.339,72.288,76.111
"    65","  Professional and business services",5.429,5.687,5.760,6.257,6.771,7.080,7.446,7.530,8.141,8.530,9.025,9.116,9.885,10.175,10.795,11.605,12.506,13.357,14.368,15.825,16.303,17.181,18.167,18.689,19.045,20.438,21.779,21.969,21.601,22.714,24.054,26.138,27.730,28.533,29.708,29.779,31.547,34.793,37.766,40.367,42.576,46.085,49.813,52.367,51.354,52.633,53.883,56.371,59.834,64.678,71.565
"    66","    Professional, scientific, and technical services",4.391,4.593,4.696,5.062,5.440,5.725,6.049,6.286,6.788,7.270,7.814,7.972,8.726,9.039,9.815,10.594,11.516,12.228,13.071,14.569,15.117,15.802,16.864,17.694,18.075,19.303,20.425,20.677,20.409,21.035,22.127,24.298,26.091,27.325,29.089,29.289,30.468,33.157,36.185,38.658,40.747,44.373,47.809,50.012,49.286,50.958,52.111,53.766,56.988,62.307,69.894
"    67","      Legal services","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",35.378,36.156,37.817,41.130,41.813,42.344,43.998,48.533,50.683,53.217,56.106,57.325,55.703,57.400,59.189,63.441,61.724,61.151,63.626,62.251,60.097,62.416,67.062,69.963,73.346,80.433,83.295,85.405,83.155,86.065,85.550,84.890,83.210,86.467,91.966
"    68","      Computer systems design and related services","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",4.386,4.684,4.939,6.018,5.498,5.384,6.237,6.812,5.909,5.878,6.192,7.131,7.725,7.709,7.494,8.158,9.606,10.574,11.453,12.250,12.375,13.621,14.059,15.042,14.116,14.874,16.418,17.735,18.664,19.719,21.903,24.670,29.115,36.174,48.688
"    69","      Miscellaneous professional, scientific, and technical services","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",9.440,10.191,11.020,12.266,13.060,13.944,14.892,15.209,15.720,17.062,18.093,17.949,17.617,18.245,19.581,21.754,24.006,25.487,27.293,27.519,29.562,32.661,36.132,38.921,41.715,45.489,49.572,52.026,51.068,52.631,53.761,55.503,59.324,64.355,70.608
"    70","    Management of companies and enterprises",15.944,16.867,16.367,17.712,19.125,19.251,19.705,18.770,20.066,20.084,20.308,19.565,20.946,20.954,21.273,22.820,24.124,25.542,27.518,29.661,29.965,31.665,32.638,32.270,33.403,35.781,38.653,36.657,36.065,39.024,41.650,43.970,44.451,43.732,43.235,43.419,47.199,52.422,55.758,59.392,60.464,61.163,66.269,69.622,67.003,65.291,65.707,69.098,70.607,72.537,77.961
"    71","    Administrative and waste management services",2.278,2.339,2.571,2.876,3.186,3.581,3.956,4.233,4.700,5.093,5.628,6.031,6.519,6.927,7.414,7.908,8.572,9.447,10.324,11.358,11.799,12.668,13.532,13.895,13.780,15.027,16.055,17.276,16.799,17.994,19.208,21.005,22.777,23.483,24.335,24.068,26.104,29.601,32.276,34.649,37.703,42.318,46.024,48.981,48.062,49.858,51.743,55.697,60.707,65.933,71.887
"    72","      Administrative and support services","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",6.907,7.646,8.442,9.589,10.140,10.904,11.793,12.002,12.008,13.253,14.204,15.500,14.806,15.543,17.057,19.060,21.249,22.253,23.662,23.153,24.871,28.242,30.434,32.830,35.928,40.343,44.128,47.136,46.317,47.868,49.650,53.609,58.946,64.542,71.081
"    73","      Waste management and remediation services","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",20.073,21.892,23.338,23.692,23.425,25.038,25.813,27.189,26.313,27.752,29.389,30.296,31.153,35.536,34.658,35.127,34.251,33.078,30.472,31.766,36.155,40.704,47.209,49.417,52.156,58.401,61.483,64.063,62.336,66.123,68.857,72.790,75.130,77.339,78.512
"    74","  Educational services, health care, and social assistance",6.735,7.398,7.379,7.639,7.678,8.051,8.404,8.859,9.109,9.752,10.221,10.928,11.775,12.359,12.976,13.986,15.036,16.608,17.506,18.625,19.473,20.980,22.530,23.722,24.999,26.314,27.865,28.255,29.502,30.897,32.272,33.821,34.885,35.877,37.665,38.515,40.731,42.233,44.132,46.183,48.809,51.823,53.627,56.174,57.752,60.186,61.221,61.974,63.700,65.565,66.888
"    75","    Educational services",8.026,8.764,8.804,9.140,9.224,9.728,10.199,10.799,11.169,11.990,12.617,13.589,14.844,15.829,16.904,18.477,20.177,21.538,23.641,25.738,27.425,29.366,30.929,32.690,33.527,33.868,34.745,33.500,33.915,34.841,34.994,36.471,36.582,37.005,37.701,39.213,40.815,42.127,43.776,45.653,47.129,50.015,52.375,54.218,55.478,57.367,58.978,60.530,62.643,65.431,67.484
"    76","    Health care and social assistance",6.521,7.174,7.142,7.390,7.420,7.769,8.100,8.529,8.757,9.368,9.809,10.468,11.241,11.749,12.279,13.183,14.112,15.734,16.403,17.339,18.033,19.461,21.009,22.100,23.453,24.940,26.612,27.305,28.708,30.189,31.782,33.342,34.572,35.664,37.639,38.377,40.694,42.226,44.165,46.241,49.047,52.079,53.799,56.450,58.073,60.585,61.540,62.182,63.854,65.591,66.813
"    77","      Ambulatory health care services","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",16.552,18.950,19.499,19.713,19.346,20.016,21.003,21.860,21.964,23.051,25.265,25.694,26.659,27.214,28.557,29.210,30.204,31.202,33.481,33.422,35.829,38.064,40.455,42.437,46.243,49.565,51.017,53.763,55.492,58.631,59.286,60.145,62.410,64.230,66.379
"    78","      Hospitals","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"    79","      Nursing and residential care facilities","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"    80","      Social assistance","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",5.306,5.761,6.579,7.692,8.740,9.462,10.295,11.016,12.439,14.432,15.120,14.712,15.531,16.955,18.575,20.475,21.942,22.754,23.461,24.390,26.231,28.382,31.459,34.066,37.086,42.384,43.827,46.328,45.309,46.643,49.151,51.080,52.945,54.106,59.918
"    81","  Arts, entertainment, recreation, accommodation, and food services",19.659,18.424,17.923,17.982,19.477,19.825,20.135,19.959,20.547,21.512,21.551,21.210,21.737,22.248,22.511,23.490,24.320,25.620,27.192,28.515,28.779,30.547,31.378,32.557,32.438,35.174,36.997,36.734,37.955,40.128,41.302,43.382,45.330,45.901,47.377,48.107,50.122,52.305,54.138,55.815,58.977,63.233,64.549,66.959,66.092,68.638,71.586,74.416,76.821,79.263,83.002
"    82","    Arts, entertainment, and recreation",14.782,13.830,13.346,12.752,12.221,12.140,12.112,12.317,12.940,13.358,12.566,12.407,13.339,14.491,15.488,16.667,17.542,18.204,18.024,18.760,19.115,19.623,20.344,20.788,20.939,21.604,23.338,24.698,25.766,27.498,29.232,30.079,31.000,32.796,35.294,35.838,37.496,38.060,39.923,40.122,40.830,44.325,46.449,50.219,50.117,54.962,59.212,62.361,67.627,71.204,74.461
"    83","      Performing arts, spectator sports, museums, and related activities","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",17.282,18.259,18.419,19.390,19.863,20.611,21.438,21.898,22.230,22.858,24.333,25.405,25.870,27.365,28.922,30.162,31.353,33.961,36.187,36.638,37.650,37.918,38.794,38.601,38.982,41.095,40.998,46.020,46.158,49.618,55.154,58.066,61.974,65.506,68.349
"    84","      Amusements, gambling, and recreation industries","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",17.951,18.315,17.800,18.314,18.557,18.835,19.457,19.888,19.857,20.568,22.576,24.233,25.896,27.870,29.787,30.273,30.952,32.019,34.782,35.415,37.679,38.524,41.346,41.925,42.952,47.833,52.194,54.715,54.370,60.649,63.622,67.028,73.705,77.342,81.039
"    85","    Accommodation and food services",21.396,20.058,19.547,19.812,21.976,22.467,22.891,22.586,23.162,24.316,24.650,24.245,24.626,24.907,24.909,25.812,26.619,28.143,30.352,31.882,32.108,34.329,35.191,36.634,36.415,39.898,41.737,40.880,42.150,44.473,45.448,47.955,50.255,50.418,51.569,52.364,54.504,57.231,59.062,61.236,65.226,69.751,70.800,72.762,71.634,73.409,75.924,78.651,80.083,82.137,86.047
"    86","      Accommodation",14.182,12.623,11.980,11.916,12.230,12.378,12.602,12.657,12.829,13.098,13.639,13.172,13.292,13.772,14.003,14.949,16.062,17.762,20.351,22.442,25.038,26.354,26.888,27.397,25.767,30.684,32.083,31.577,32.195,34.879,35.840,38.507,41.972,42.749,45.918,46.610,48.769,54.415,58.618,60.154,65.975,69.910,70.606,70.886,69.106,72.852,74.301,78.330,81.520,85.106,91.886
"    87","      Food services and drinking places",24.116,22.853,22.385,22.773,25.636,26.259,26.757,26.312,27.045,28.546,28.783,28.414,28.898,29.089,28.993,29.859,30.527,31.957,33.975,35.253,34.521,37.076,38.059,39.857,40.202,43.077,45.068,44.085,45.588,47.765,48.741,51.182,53.069,53.020,53.479,54.308,56.442,58.171,59.191,61.583,64.945,69.670,70.840,73.376,72.474,73.566,76.452,78.721,79.534,81.049,83.939
"    88","  Other services, except government",20.798,20.722,20.689,21.571,21.498,21.664,22.340,22.726,24.241,25.209,26.115,27.168,28.836,30.233,31.556,33.172,34.332,35.672,37.530,39.111,41.152,41.803,41.458,41.804,42.223,42.757,43.461,42.440,43.327,45.719,48.821,49.926,50.185,48.396,48.302,48.006,51.894,56.240,61.562,64.771,68.052,73.124,76.952,78.789,76.361,81.976,83.722,88.084,92.876,97.062,97.246
"    89","Government",17.944,17.957,18.928,19.017,24.299,28.589,30.226,28.568,28.356,28.013,29.262,29.859,30.203,30.571,31.640,33.972,35.203,36.224,37.875,40.976,44.263,46.636,47.671,47.468,47.722,48.545,48.547,49.415,50.175,50.347,51.169,52.546,53.320,54.077,54.975,56.152,57.991,59.236,62.213,65.220,66.515,67.931,70.039,71.989,73.048,73.834,74.366,75.455,75.913,76.598,78.203
"    90","  Federal",27.424,27.250,28.083,27.138,40.159,50.454,53.875,48.615,46.463,44.644,46.504,45.975,45.315,44.375,45.152,49.453,50.162,50.029,51.296,56.390,62.386,64.931,64.298,60.461,58.125,57.595,55.087,55.280,54.617,54.131,55.066,56.272,57.127,59.242,61.616,62.940,65.979,66.907,70.460,73.735,75.508,75.791,77.649,79.615,79.915,78.997,77.203,75.990,73.509,72.616,72.707
"    91","    General government",27.067,26.906,27.714,27.037,41.152,51.284,54.731,48.752,46.539,44.845,46.537,45.971,45.063,44.045,44.916,49.400,49.779,49.560,50.654,55.992,62.260,64.571,63.885,60.219,57.738,56.657,54.012,53.994,53.569,52.610,53.570,54.572,55.392,57.467,59.639,61.518,64.637,65.394,68.952,72.284,73.804,74.135,75.937,77.596,78.570,77.360,75.217,73.504,70.959,69.679,69.519
"    92","      National defense","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"    93","      Nondefense","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"    94","    Government enterprises",32.419,32.043,33.230,28.392,25.956,38.300,41.309,45.813,44.532,41.060,45.155,45.127,47.688,47.732,47.348,49.360,54.053,54.945,58.258,60.307,62.853,68.185,68.182,62.431,61.771,67.570,66.755,69.434,66.037,70.810,71.490,74.903,76.142,78.681,83.274,78.761,81.002,83.778,87.333,90.078,94.532,94.331,96.792,101.906,95.631,97.422,98.894,102.519,100.576,103.308,105.807
"    95","  State and local",12.040,12.195,13.316,14.156,14.234,14.585,15.070,15.751,16.817,17.457,18.323,19.693,20.729,21.968,23.241,24.329,25.905,27.692,29.622,31.459,33.030,35.312,37.415,39.523,41.448,43.163,44.820,46.142,47.836,48.439,49.195,50.694,51.425,51.329,51.308,52.403,53.509,54.956,57.604,60.466,61.487,63.551,65.802,67.741,69.213,70.921,72.696,75.005,77.027,78.554,80.960
"    96","    General government",12.520,12.714,13.927,14.805,14.775,15.039,15.528,16.216,17.304,17.972,18.930,20.453,21.368,22.503,23.769,24.646,26.012,27.767,29.702,31.616,33.221,35.498,37.644,39.813,41.942,43.654,45.155,46.898,48.921,49.815,50.826,52.084,52.773,52.774,52.843,53.754,54.620,55.667,58.126,60.722,61.977,64.037,66.327,68.370,70.007,71.804,73.394,75.480,77.424,78.883,81.162
"    97","    Government enterprises",9.246,9.165,9.737,10.356,11.109,12.017,12.489,13.137,14.085,14.563,14.859,15.278,17.103,19.049,20.398,22.902,25.928,27.987,29.937,31.292,32.663,35.054,36.893,38.583,38.923,40.719,43.751,41.629,40.740,39.130,38.029,41.292,42.329,41.558,40.928,43.215,45.845,49.833,53.687,58.288,57.696,59.773,61.730,62.908,63.171,64.223,67.370,71.323,73.925,75.950,79.303
"    98","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    99","    Private goods-producing industries [1]",24.535,24.157,24.792,28.112,28.354,28.910,31.611,31.248,33.829,33.793,33.497,33.605,36.696,37.014,37.094,39.533,41.324,43.565,47.042,49.598,50.391,53.084,54.671,52.771,54.957,59.578,63.239,61.808,57.332,61.702,65.998,69.357,71.068,67.411,67.690,64.078,65.984,71.808,73.379,74.097,78.415,81.066,81.859,81.720,79.623,82.519,84.846,89.676,92.595,96.017,101.641
"    100","    Private services-producing industries [2]",10.206,10.245,10.432,11.403,11.817,12.123,12.653,12.783,13.620,14.107,14.394,14.461,15.451,15.852,16.263,17.185,17.984,19.108,20.461,21.646,22.272,23.222,24.128,24.928,25.694,27.348,28.519,29.359,29.482,31.597,33.494,35.279,36.610,38.150,38.693,38.692,40.608,43.113,45.566,47.396,50.036,52.817,54.822,56.450,56.488,58.481,60.740,63.373,65.910,69.476,73.376
"    101","    Information-communications-technology-producing industries [3]","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"Legend / Footnotes:"
"1. Consists of agriculture, forestry, fishing, and hunting; mining; construction; and manufacturing."
"2. Consists of utilities; wholesale trade; retail trade; transportation and warehousing; information; finance, insurance, real estate, rental, and leasing; professional and business services; educational services, health care, and social assistance; arts, entertainment, recreation, accommodation, and food services; and other services, except government."
"3. Consists of computer and electronic product manufacturing (excluding navigational, measuring, electromedical, and control instruments manufacturing); software publishers; broadcasting and telecommunications; data processing, hosting and related services; internet publishing and broadcasting and web search portals; and computer systems design and related services."
